,name,candidate_id,candidate_state,party,incumbent_challenge_full,office_full,cycles,election_years,candidate_status,donor_state,donation_count,total_raised,in_state
166,"BARRASSO, JOHN A",S6WY00068,WY,REP,Incumbent,Senate,"[1996, 1998, 2008, 2010, 2012, 2014, 2016, 2018, 2020]","[1996, 2008, 2012, 2018, 2024]",F,IN,14,13200.0,False
167,"BARRASSO, JOHN A",S6WY00068,WY,REP,Incumbent,Senate,"[1996, 1998, 2008, 2010, 2012, 2014, 2016, 2018, 2020]","[1996, 2008, 2012, 2018, 2024]",F,KS,7,8650.0,False
168,"BARRASSO, JOHN A",S6WY00068,WY,REP,Incumbent,Senate,"[1996, 1998, 2008, 2010, 2012, 2014, 2016, 2018, 2020]","[1996, 2008, 2012, 2018, 2024]",F,KY,8,10275.0,False
169,"BARRASSO, JOHN A",S6WY00068,WY,REP,Incumbent,Senate,"[1996, 1998, 2008, 2010, 2012, 2014, 2016, 2018, 2020]","[1996, 2008, 2012, 2018, 2024]",F,LA,16,21550.0,False
170,"BARRASSO, JOHN A",S6WY00068,WY,REP,Incumbent,Senate,"[1996, 1998, 2008, 2010, 2012, 2014, 2016, 2018, 2020]","[1996, 2008, 2012, 2018, 2024]",F,MA,13,16550.0,False
171,"BARRASSO, JOHN A",S6WY00068,WY,REP,Incumbent,Senate,"[1996, 1998, 2008, 2010, 2012, 2014, 2016, 2018, 2020]","[1996, 2008, 2012, 2018, 2024]",F,MD,58,46900.0,False
172,"BARRASSO, JOHN A",S6WY00068,WY,REP,Incumbent,Senate,"[1996, 1998, 2008, 2010, 2012, 2014, 2016, 2018, 2020]","[1996, 2008, 2012, 2018, 2024]",F,ME,1,1000.0,False
173,"BARRASSO, JOHN A",S6WY00068,WY,REP,Incumbent,Senate,"[1996, 1998, 2008, 2010, 2012, 2014, 2016, 2018, 2020]","[1996, 2008, 2012, 2018, 2024]",F,MI,9,12650.0,False
174,"BARRASSO, JOHN A",S6WY00068,WY,REP,Incumbent,Senate,"[1996, 1998, 2008, 2010, 2012, 2014, 2016, 2018, 2020]","[1996, 2008, 2012, 2018, 2024]",F,MN,19,23150.0,False
175,"BARRASSO, JOHN A",S6WY00068,WY,REP,Incumbent,Senate,"[1996, 1998, 2008, 2010, 2012, 2014, 2016, 2018, 2020]","[1996, 2008, 2012, 2018, 2024]",F,MO,49,78750.0,False
176,"BARRASSO, JOHN A",S6WY00068,WY,REP,Incumbent,Senate,"[1996, 1998, 2008, 2010, 2012, 2014, 2016, 2018, 2020]","[1996, 2008, 2012, 2018, 2024]",F,MS,3,3000.0,False
177,"BARRASSO, JOHN A",S6WY00068,WY,REP,Incumbent,Senate,"[1996, 1998, 2008, 2010, 2012, 2014, 2016, 2018, 2020]","[1996, 2008, 2012, 2018, 2024]",F,MT,16,5100.0,False
178,"BARRASSO, JOHN A",S6WY00068,WY,REP,Incumbent,Senate,"[1996, 1998, 2008, 2010, 2012, 2014, 2016, 2018, 2020]","[1996, 2008, 2012, 2018, 2024]",F,NC,49,59321.47,False
179,"BARRASSO, JOHN A",S6WY00068,WY,REP,Incumbent,Senate,"[1996, 1998, 2008, 2010, 2012, 2014, 2016, 2018, 2020]","[1996, 2008, 2012, 2018, 2024]",F,ND,1,500.0,False
180,"BARRASSO, JOHN A",S6WY00068,WY,REP,Incumbent,Senate,"[1996, 1998, 2008, 2010, 2012, 2014, 2016, 2018, 2020]","[1996, 2008, 2012, 2018, 2024]",F,NE,2,3700.0,False
181,"BARRASSO, JOHN A",S6WY00068,WY,REP,Incumbent,Senate,"[1996, 1998, 2008, 2010, 2012, 2014, 2016, 2018, 2020]","[1996, 2008, 2012, 2018, 2024]",F,NJ,52,76450.0,False
182,"BARRASSO, JOHN A",S6WY00068,WY,REP,Incumbent,Senate,"[1996, 1998, 2008, 2010, 2012, 2014, 2016, 2018, 2020]","[1996, 2008, 2012, 2018, 2024]",F,NM,2,1000.0,False
183,"BARRASSO, JOHN A",S6WY00068,WY,REP,Incumbent,Senate,"[1996, 1998, 2008, 2010, 2012, 2014, 2016, 2018, 2020]","[1996, 2008, 2012, 2018, 2024]",F,NV,12,14450.0,False
